Gender,Profession,comment,bully,sexual,religious,threat,spam
female,social,আইডি কপি লিংক করে দিন প্লিজ লাইক অল ভিডিও সাপোর্ট করলে সাপোর্ট পাবেন,0,0,0,0,1
female,social,সালার মাল রে,1,1,0,0,0
female,social,বেয়াদব মেয়ে,1,0,0,0,0
female,social,টেটু অনাগ্রহী জায়গায় করলে আরও বেশি ভালো হতো,1,1,0,0,0
female,social,সাপট চাই ভাই,0,0,0,0,1
female,social,তুমি তো মাগি থেকে খারাপ,1,0,0,0,0
female,social,নিচে জেটা আছে ওয়টাতেও লেখিয়েন,1,1,0,0,0
female,social,ওরে চুদি লা,1,1,0,0,0
female,social,আমর নাম,0,0,0,0,0
female,social,খানকির মেয়ে,1,1,0,0,0
female,social,সরাসরি জাহান্নামী,1,0,1,0,0
female,social,আল্লাহ এদের হেদায়েত করো,0,0,1,0,0
female,social,আমার আইডি থেকে একটু ঘুরে আসবেন প্লিজ,0,0,0,0,1
female,social,বুনিত ২ টা চিপ দিয়া দেও,1,1,0,0,0
female,social,নাম টা পোর,0,0,0,0,0
female,social,আল্লাহ তুমি এদের হেদায়েত করে,0,0,1,0,0
female,social,নিচে একটা করো,0,0,0,0,0
female,social,পরকালে কি জবাব দেবেন,0,0,1,0,0
female,social,ভাইয়া আমি ট্যাটু করবো বুঝছেন আপনার মেসেজটা গেলে ঠিক আছে আমাকে শেয়ার করুন অথবা নাম্বার নাম্বারটা দিয়েন,0,0,0,0,0
female,social,আরে টিক আস ভাই,0,0,0,0,0
female,social,আপু টেটু করা হরাম,0,0,1,0,0
female,social,পুনদে লাগাইয়া দে,1,1,0,0,0
female,social,সুনাত আকা টেটু,1,1,0,0,0
female,social,"আসসালামু আলাইকুম
যারা বাসায় থেকে অনলাইনে কাজ করে মাসে ৩০k আয় করতে চান তারা নিচের ফর্মে থাকা তথ্যগুলো প্রদান করে নিজের আসন নিশ্চিত করুন",0,0,0,0,1
female,social,তোমার ভোঁদার মাথায় একটু ট্যাটু আটকাইল,1,1,0,0,0
female,social,সালায় এই চান্ছে হাত দিছে কী ভাগ্য রে লুইচ্চা মেয়েদের হাত দেওয়াই উচিত,1,1,0,0,0
female,social,সব ভবের পাগল,1,0,0,0,0
female,social,এই কাজ টা ঠিক হয়নি আপু,0,0,0,0,0
female,social,আপু আরেকটু নিছে দিতেন সমস্য কি,1,1,0,0,0
female,social,কবরে জায়গা নাই এদের,1,0,1,0,0
female,social,ওর নুনু তে টেটু করে দেন,1,1,0,0,0
female,social,"মার হাবা 
চা খাবা 
কাপ ছারা
দে লারা
চিনি ছারা
আমি আইছি
সবাই সরে দারা আপু আমার মনে নাই যে কমেন্ট টা পড়েছো প্লিজ একটা লাইক",1,0,0,0,1
female,social,য়র পুটকির মদদে লেইকা দেন সালিরে,1,1,0,0,0
female,social,জন্ম সমস্যা আছে,1,0,0,0,0
female,social,তোদের মত মেয়ে মানুষ পৃথিবীতে থাকে মেয়ে নামে জাতির কলঙ্কিনী,1,0,0,0,0
female,social,বাই আপনের দোকান কোথাই আমি আসবো,0,0,0,0,0
female,social,চুটিয়ে লাল করে দেব নোংরামি বার করে দেবো,1,1,0,0,0
female,social,মাঘি ছি ছি ছি,1,1,0,0,0
female,social,দুধের পর করে দেখান,1,1,0,0,0
female,social,তোদের কারণে সমাজ নষ্ট হয় আল্লাহ তোদেরকে হেদায়েত নসিব করুক এই দোয়া করি আমিন তোদের কারণে আজ পৃথিবীর এই অবস্থা নামাজ নাই কোরআন নাই শিক্ষা নাই মূর্খ,1,0,1,0,0
female,social,ছি ছি ছি ছি এটা কি,1,0,0,0,0
female,social,এক্সপ্রেশন দেখে মনে হয় জোরে জোরে থাপাইতেছে,1,1,0,0,0
female,social,কোথায় হাত দিয়েছে দেখেছো,1,1,0,0,0
female,social,ব্যতা কি পান,0,0,0,0,0
female,social,শেম,1,0,0,0,0
female,social,বুনি গুলা টিপতসে,1,1,0,0,0
female,social,বেসা মাগি,1,1,0,0,0
female,social,শয়তানে দরছে,1,0,0,0,0
female,social,জাহান্নামী মহিলা,1,0,1,0,0
female,social,ভাইয়াটা খুব মজা পাইসে,1,1,0,0,0
female,social,ঐ জাইগা্য় কোরবে,1,1,0,0,0
female,social,শাহিন সব শেষ করলো,1,0,0,0,0
female,social,ছি ছি ছি ছি এইসব কি,1,0,0,0,0
female,social,"এদের মতো ইবলিশ শয়তান কি করতে আল্লা দুনিয়াতে রেখেছে
এরা আরো দশটা মেয়ে নস্ট করবে",1,0,1,0,0
female,social,বাপ রে আমার নাম কেনো লেকলেন,0,0,0,0,0
female,social,ভালো লাগছে বিডিওটা ওই খানে আমার ছিল লাভ ইউ,0,0,0,0,0
female,social,এটা রাস্তার মেয়ে মোনা হয়,1,0,0,0,0
female,social,এই সব মেয়েদের জে কি অবস্থা হবে তা মাএ আল্লাহ তায়ালই জানে,1,0,1,0,0
female,social,সোনার মধ্যে একটা আক,1,1,0,0,0
female,social,বিয়াদপ মহিলা,1,0,0,0,0
female,social,কোন য়াগারে সেই আরাম,1,1,0,0,0
female,social,লাইক দিয়েছি আশা করি লাইক পাবো,0,0,0,0,1
female,social,ভাই টেটু তুলবো কি ভাবো জানলে প্লিজ বলবেন,0,0,0,0,0
female,social,কিয়ামতের আলামত,0,0,1,0,0
female,social,এরা নমরুদের অনুসারি,1,0,1,0,0
female,social,মাং টাতে একটু বেশি করে লাগালে,1,1,0,0,0
female,social,ইজত পাইলাম না,0,0,0,0,0
female,social,নাওজুবিল্লা,0,0,1,0,0
female,social,কেনো মুসলিম হয়ে এসব করেন,0,0,1,0,0
female,social,এদের ভদার উপরেও ট্যাটু লাগে,1,1,0,0,0
female,social,এটা টিকনা আল্লাহ মাফ করবেন না,0,0,1,0,0
female,social,ভাই এইসব টেটু কি করা যায়,0,0,0,0,0
female,social,যায়গার কি অভাব পড়ছে নাকি,1,1,0,0,0
female,social,কত জায়গা খালি ছিলো এতো মানুষের ভিতরে আমার নাম নিয়ে মনে পড়ছে,0,0,0,0,0
female,social,আল্লাহ সুবিকে হাদিয়াতে দান করুক,0,0,1,0,0
female,social,ছি ছি এটা কি,1,0,0,0,0
female,social,কেয়ামত অতি সন্নিকটে একটা মেয়ে এত নিচে নামতে পারে,1,0,1,0,0
female,social,টেটু তোমার সোনাতে করি নেও,1,1,0,0,0
female,social,পচা বেগুন নাকি,1,1,0,0,0
female,social,মরার ভয় নাই যে কবরে যাইলে কি জবাব দিমু,0,0,1,0,0
female,social,এদের বাবা মা ভালো না,1,0,0,0,0
female,social,ভাই এইটা কোন জাগাই আমি আকাবো ভাই,0,0,0,0,0
female,social,এসব ফাল্টু মেয়েদের কারনে সব মেয়েরই বদনাম হয়,1,0,0,0,0
female,social,তার তো Sex উঠে গিয়েছে আপনার কি বুঝতে পারেন নাই,1,1,0,0,0
female,social,সোনায় ভাই একটু আর্ট করে দিতা,1,1,0,0,0
female,social,মাগী,1,1,0,0,0
female,social,চি চি ইটা কি হলো,1,0,0,0,0
female,social,পবিত্র কোরআন শরীফে আছে শরীরের কোনো স্থানে টেটু করা হারাম,0,0,1,0,0
female,social,চি চি,1,0,0,0,0
female,social,এই মেয়ে এখনো সময় আছে ভালো হয়ে যাও আল্লাহকে ভয় করো জাহান্নামের আগুন সহ্য করতে পারবা না,1,0,1,0,0
female,social,খারাপ মানুষের কাজ এগুলো,1,0,0,0,0
female,social,ইয়া আল্লাহ এদের কে হেদায়েত দাও না হলে ধ্বংস করে দাও,1,0,1,0,0
female,social,হাইরে মালিক,0,0,1,0,0
female,social,আহারে কেয়া মরেত দিন যে কি হবে,0,0,1,0,0
female,social,অনেক বাজে মেয়েটা ছি ছি ছি,1,0,0,0,0
female,social,কতো টাকা লাগছে করতে,0,0,0,0,0
female,social,একটু সাপোর্ট করবে,0,0,0,0,1
female,social,বেশশা,1,1,0,0,0
female,social,ও চো,0,0,0,0,0
female,social,বিনামূল্যে টিপা টিপি,1,1,0,0,0
female,social,মরার পরে বুঝবি আকাশে অনেক তারার ভিরে,1,0,0,0,0
female,social,এই সব খারাপ মেয়ের জন্য ভালো মেয়েদের নাম খারাপ হয় আল্লাহ এদের হেদায়েত কবে দিবে,1,0,1,0,0
female,social,আল্লাহ ওদর কে রোহুমট দান করুন,1,0,1,0,0
female,social,তুই একটিপ ঘুরা,1,1,0,0,0
female,social,জেনার গুনা হচ্ছে,0,0,1,0,0
female,social,তোবা তোবা সালি নস্টো মহিলা রে কোটো,1,0,1,0,0
female,social,কোথায় করছেন এটা,0,0,0,0,0
female,social,তর সুনাত দে,1,1,0,0,0
female,social,আরেক টু নিছে লাগান মজা পাবেন,1,1,0,0,0
female,social,খারাপ,1,0,0,0,0
female,social,ছি তোদের কোনো ভয় নেই না মরনের,1,0,1,0,0
female,social,এদের মরার ভয় নাই,1,0,1,0,0
female,social,মরণের চিন্তা কর একটু,1,0,1,0,0
female,social,চি চি চি তোরা মানুষ,1,0,0,0,0
female,social,আর যায়গা পাইলো না,1,1,0,0,0
female,social,বাই আপনের নাবার দেয়া জাবে,0,0,0,0,0
female,social,ভাই পিছন মেরে দেও,1,1,0,0,0
female,social,এসব হারাম আল্লাহ কে ভয় করেন জিবন থাকতেই,0,0,1,0,0
female,social,খুব ভালো লাগে,0,0,0,0,0
female,social,এরা কারা,0,0,0,0,0
female,social,গূদ দে ট্যাটু লেখ,1,1,0,0,0
female,social,এই মেয়ে তুমি এত খারাপ কেন,1,0,0,0,0
female,social,নিচে টেটো করেন,1,1,0,0,0
female,social,জুনির বিতরে করেন,1,1,0,0,0
female,social,"আসসালামু আলাইকুম ভাইয়া সাপোর্ট চাই
ভাইয়া আমাকে ১০০শত লাইক দাও
আমি আপনাকে ১৪০টা লাইক দেবো যদি না দেই লাইক তুলে পেলতে পারবা সমস্যা নাই",0,0,0,0,1
female,social,নাওজো বিল্লাহ,0,0,1,0,0
female,social,দুদ করা,1,1,0,0,0
female,social,দারুন,0,0,0,0,0
female,social,কারা কারা আমার মতো কমেন পরতে আচ্ছো,0,0,0,0,0
female,social,আল্লার গজব পরব তর উপরে,1,0,1,0,0
female,social,তরেজে সাপোর্ট করব তার উপরে গজব পরব,1,0,1,0,0
female,social,সোনার ভিতরে আর একজনের নাম লেখ,1,1,0,0,0
female,social,নটি,1,1,0,0,0
female,social,ভাই এই জায়গাটা কোথায়,0,0,0,0,0
female,social,ভাই এই জায়গাটা কোথায় বলুন,0,0,0,0,0
female,social,আল্লাহ তো এদের জাহান্নাম ছাড়া আর কিছু দিব না,1,0,1,0,0
female,social,এটা আমার নাম,0,0,0,0,0
female,social,দুধের বোটায় একটা করে চিহ্ন দেয় নাই,1,1,0,0,0
female,social,তোগো বাই মাগি,1,1,0,0,0
female,social,আল্লাহ এদের ইমান দাও,0,0,1,0,0
female,social,আমাকে সাপুট করো,0,0,0,0,1
female,social,দুধটা খুইলা একটু ভালো করে করলা একটু মজা লাগবে,1,1,0,0,0
female,social,যে আমার আইডি ঢুইকা সবগুলোতে লাইক করবে তাদের আইডিতে ঢুইকা সবগুলোতে লাইক করবো,0,0,0,0,1
female,social,পুনদের করার মাজখানে মারছনা কেনে টেটু,1,1,0,0,0
female,social,ভাই এটা কোন জায়গায়,0,0,0,0,0
female,social,হেতত তেতু মার,1,0,0,0,0
female,social,প্রতি দিন কম হলেও 20 বার মূত্যকে সরণ করো,0,0,1,0,0
female,social,ভাই আগুলা কিহ বাহ্ এটা কন যায়গা প্লিজ প্লিজ বলবান ভাইয়া,0,0,0,0,0
female,social,আমিও করব ভাই এইটা কুথায় গো,0,0,0,0,0
female,social,দুধের উপর ট্যাটু করেন,1,1,0,0,0
female,social,চি,1,0,0,0,0
female,social,খানকির ছেলে,1,1,0,0,0
female,social,মাগি খোর,1,1,0,0,0
female,social,আনক কুট,0,0,0,0,0
female,social,বেশ্বা,1,1,0,0,0
female,social,আর একটু নিজেকে লাগালেই তো পারতেন পারেন আপু,1,1,0,0,0
female,social,সাহিন দেখলে স্ট্রোক কোরবে,1,0,0,0,0
female,social,ভুদায় লাগাউ,1,1,0,0,0
female,social,কি দারুন,0,0,0,0,0
female,social,আমিও আকবো,0,0,0,0,0
female,social,আল্লাহ আমাদের বোঝার তৌফিক দান করুন আমিন,0,0,1,0,0
female,social,নামাজ হবে না,0,0,1,0,0
female,social,মরে যাব রে,0,0,0,0,0
female,social,সালি মাগি,1,1,0,0,0
female,social,মাগীর ঘোরের মাগী,1,1,0,0,0
female,social,আল্লাহ ইদর হেদায়েদ দ্যান কোরো,0,0,1,0,0
female,social,তুই হান্ডেট পার্সেন্ট জাহান্নামী,1,0,1,0,0
female,social,জাহান্নাম অপেক্ষা আছে,0,0,1,0,0
female,social,কাফের,1,0,1,0,0
female,social,তুই খানি,1,1,0,0,0
female,social,তোমাদের মতো মানুষের জন্য জাহান্নাম অপেক্ষা করছে,1,0,1,0,0
female,social,বুদাডার মাজে লেইখা দেরে ভাই,1,1,0,0,0
female,social,বেইমানি শিখি নাই পাশে থাকলে পাশে পাবেন লাইক দিলে পাবেন ফলো দিলে ফলো পাবেন ইনশাআল্লাহ,0,0,1,0,1
female,social,ওর ভোদার ভিতর একটা লাগিয়ে দিন,1,1,0,0,0
female,social,খারাপ মানুষ এতে হয়,1,0,0,0,0
female,social,চরিত্র খারাপ,1,0,0,0,0
female,social,দেহ বেভ সাহি মহিলা,1,1,0,0,0
female,social,পাগল,1,0,0,0,0
female,social,এই পালতু মেয়ে মরার ভয় নেই ভালো যাও,1,0,0,0,0
female,social,লুচ্চা মেয়ে,1,0,0,0,0
female,social,কি সব মহিলা,1,0,0,0,0
female,social,এই ছেলেটা মেয়ে দুথথরতছে,1,1,0,0,0
female,social,জারা টাটো করে তাদের জন্য জান্নাত দরজা বন্ধ,0,0,1,0,0
female,social,দিচে নাকি টিবে,1,1,0,0,0
female,social,আল্লাহ মাফ কোরো মোরা পাপি তোমার দরবারে আল্লাহ হেদায়েত দ্যান কোরো,0,0,1,0,0
female,social,মেয়েরা খারাপ,1,0,0,0,0
female,social,তোর গুষ্টির মার হেডা,1,1,0,0,0
female,social,এই মজার সাজা একদিন ঠিকি পায়বি অপেক্ষা কর,1,0,0,1,0
female,social,হারাম কাজ,0,0,1,0,0
female,social,ভোদায় একতা তাত্তো কোরেন না আমার নাম লিখে দয়া করে,1,1,0,0,0
female,social,এদের জন্য দেশটা ধ্বংস হয়ে যাচ্ছে,1,0,0,0,0
female,social,নাইছ ভাই,0,0,0,0,0
female,social,তোমার কি লজ্জা নাই একটা মায়া হইয়া কি করতাসো,1,0,0,0,0
female,social,এ আপু মরার পর কি জবাব দিবে,1,0,1,0,0
female,social,ইতা কইরা কিতা হয় আপু আর ও গুনাগার ওই বায়,1,0,1,0,0
female,social,এরা জাহান্নামে যাবে,1,0,1,0,0
female,social,তোরা পাগল কি বল,1,0,0,0,0
female,social,টেটু করা ভলো না,0,0,0,0,0
female,social,ভাই এটা কোথায়,0,0,0,0,0
female,social,আর একটু নিচে লাগাউ,1,1,0,0,0
female,social,আপনি কি দুধের উপর আকাই ছেন,1,1,0,0,0
female,social,একটা টেটু কত টাকা ভাইয়া বলবেন,0,0,0,0,0
female,social,তরে যদি আমার সামনে পাইতাম জুতাদা পিটাইতাম,1,0,0,1,0
female,social,ফালতু মহিলা আল্লাহ কে বয় করেন,1,0,1,0,0
female,social,যত টাকা লাগবে ভাই আমার এখানে চাকরি চাই,1,0,0,0,0
female,social,ম্যাগি,1,1,0,0,0
female,social,ভাই এখানে একটা মহিলা থাকলে হয়,0,0,0,0,0
female,social,এগুলো মেয়ে কি মুসলিম না নাকি কোনো মুসলমান ঘরের মেয়েরা তো এমন করবে বলে আমার মনে হয় না,1,0,1,0,0
female,social,দুদ টেট,1,1,0,0,0
female,social,লাইক কমেন্ট দুটাই করলাম আমার আইডিতে ঘুরে আসুন আমার সব বিডিওতে লাইক দেন আমিও আপনার সব ভিড তে দিবো,0,0,0,0,1
female,social,ভাইয়া আমার সব ভিডিওতে লাইক দিন কথা দিলাম তোমার প্রোপ্রাইলে গিয়ে সব ভিডিওতে লাইক করব ইনশাআল্লাহ,0,0,1,0,1
female,social,ছি ছি মেয়ারা খুব খারাপ,1,0,0,0,0
female,social,ছামার পরদার আকলে বালো হবে,1,1,0,0,0
female,social,অসাধারণ লাগে আপনার ভিডিও গুলো সময় পেলে আমার আইডি টা থেকে ঘুরে আসবেন প্লিজ প্লিজ প্লিজ প্লিজ,0,0,0,0,1
female,social,এদের মতো কিছু মেয়ের জন্য বাকি মেয়ে গুলাও এইগুলা করতে আক্রিস্ট হচ্ছে,1,0,0,0,0
female,social,ওই কলিজার ভাই সাপোর্ট করবেন পিলিজ,0,0,0,0,1
female,social,সবাই আমার আইডিটা গুড়ে আসেন ১০০ সাপোর্ট ব্যাক পাবেন,0,0,0,0,1
female,social,স্টিকারটা দুধের ভিতর অনেক সুন্দর লাগতো কিন্তু,1,1,0,0,0
female,social,আস্তাগ পিরোল্লা এদের কে জাহান্নামেও জায়গা দিবে না,1,0,1,0,0
female,social,আর মনে হয় কিয়ামত বেশি একটা দুরে না,1,0,1,0,0
female,social,মরার পরে বুযতে পারবী,1,0,1,0,0
female,social,ভাইয়া আমি তাতু করতে চাই কোথায় অসবো বলবান প্লিজ,0,0,0,0,0
female,social,নোটি,1,1,0,0,0
female,social,মাল তক নারি দিল রে,1,1,0,0,0
female,social,ভাই আমিও করবো কোথায় করাজাবে,0,0,0,0,0
female,social,তুই একটা নষ্ট,1,0,0,0,0
female,social,আপু দুধে উপের গোলাপ হলে ভালো হোতো আল্লাহ তুমি তাদের হেদায়েত দান করেন,1,1,1,0,0
female,social,নাইছ,0,0,0,0,0
female,social,সয়তান,1,0,1,0,0
female,social,নিশ্চিত জান্নাতি,1,0,1,0,0
female,social,ছি ছি এতবাজে মহিলা,1,0,0,0,0
female,social,আর কি জাইগা নাই,0,0,0,0,0
female,social,সারির বেটি,1,0,0,0,0
female,social,আল্লাহ তুমি এদর হেদায়েত দ্যান করিউ,0,0,1,0,0
female,social,সাপোর্ট চাই বন্ধু,0,0,0,0,1
female,social,কি খারাপ মহিলা,1,0,0,0,0
female,social,কিআমত অনেক নিকটে,0,0,1,0,0
female,social,কোন জাইগা এইটা,0,0,0,0,0
female,social,আল্লাহর নবী বলেছেন মানুষ পশুর থেকেও খারাপ হবে৷ এটাই তার প্রমান,0,0,1,0,0
female,social,বাইয়া আরেকটু নিচে দিলে,1,1,0,0,0
female,social,হারাম হারাম হারাম হারাম হারাম হারাম হারাম হারাম হারাম হারাম হারাম হারাম হারাম,0,0,1,0,0
female,social,এই বিয়াদব মেয়ে মাগি,1,1,0,0,0
female,social,আল্লাহকে ভয় করো,1,0,1,0,0
female,social,ভাই আমি ট্যাটু করতে চাই কোথায় আসতে হবে,0,0,0,0,0
female,social,আমার স্বামীর নাম লিখছে,1,0,0,0,0
female,social,টেটু নিয়ে কবরে যাবেন আল্লাহ আপনার কে দেখে নিবে,1,0,1,0,0
female,social,আল্লাহ এদের হেদায়েত কবে দিবা,1,0,1,0,0
female,social,নাহূজু বিল্লাহ,0,0,1,0,0
female,social,ভাই একটু নিচে দিলে ভালো হতো আরও সুন্দর লাগতো,1,1,0,0,0
female,social,অনেক খারাপ তুই একটা,1,0,0,0,0
female,social,আগে টান্ডা করে তারপর টেটো লাগায়,1,1,0,0,0
female,social,খানকি মাগী,1,1,0,0,0
female,social,তোমার চেয়ে তো সানিলিওন ভালো আছে ঠিক আছে,1,1,0,0,0
female,social,নিচে টেটো লাগান মেয়েরা কতটা নিচে নেমেগেছে তবে সব মেয়ে এক না,1,1,0,0,0
female,social,দুধে একে দাও,1,1,0,0,0
female,social,"শাহিনকে অনেক ভালোবাসে
আর শাহিন এর আমানত অন্য জনকে দিয়ে নষ্ট করতাছে",1,1,0,0,0
female,social,পতিতা মাগি একটা,1,1,0,0,0
female,social,কিসু বললাম না,0,0,0,0,0
female,social,ফলো ব্যাক না করলে লাইক দিব না,0,0,0,0,1
female,social,চছিছি,1,0,0,0,0
female,social,দুধের বোঁটা চুষতে থাকি স,1,1,0,0,0
female,social,আপনে কেমন মহিলা,1,0,0,0,0
female,social,নাউজুবিল্লাহ আল্লাহ হেদায়েত দিক,0,0,1,0,0
female,social,হ আল্লাহ,0,0,1,0,0
female,social,কি কোরেন আইশব,1,0,0,0,0
female,social,এদের কারনে যুবো সমাজ টা নষ্ট,1,0,0,0,0
female,social,মরার আগে পেটের মধ্যে তেল লাগেয়ে যাইও কবরে শুয়ারের বাচ্চারা,1,1,0,0,0
female,social,এটা তো আমার নাম,0,0,0,0,0
female,social,দুদ টিপি দে,1,1,0,0,0
female,social,এই যে আপু এটা কিন্তু ঠি না আর এই কাজটা ভালো করেন নাই,1,0,0,0,0
female,social,আপু আপনার কি বেথা লাগেনা,0,0,0,0,0
female,social,এই শরীরে টেটু টোলা যাবে একটু আমাকে জানাবেন দয়া করে,0,0,0,0,0
female,social,নাউযুবিল্লাহ,0,0,1,0,0
female,social,মোরলা জে কি হবি জান্নাত পাবি না,1,0,1,0,0
female,social,ছি ছিছিছি থুথুথুথু,1,0,0,0,0
female,social,আর কমেন্ট করমু না আমি সবাইকে এতো লাইক কমেন্ট করি কিন্তু আমি ভিডিও আপলোড করলে লাইক কমেন্ট পাইনা,0,0,0,0,1
female,social,কি বলবো,0,0,0,0,0
female,social,তোদের মত বয়লারের কারণে দেশে ইভটিজিং বেশি দর্শন বিষয়,1,1,0,0,0
female,social,এসব চাকরি পাইলো জীবনে কি লাগে আরহাতাইতে সেই মজা,1,1,0,0,0
female,social,তোর উপর খোদার নালত হোক,1,0,1,0,0
female,social,আপু আপনি এইটা কোন জায়গায় করলেন আমি করব বলেন,0,0,0,0,0
female,social,এটার ভিতর যদি মানুষের মৃত্যু হয় তাহলে কি হবে,0,0,0,0,0
female,social,"এটা কক্সবাজারে
কারণ কক্সবাজারের ওয়াটার পার্ক এমন আমি গেছিলাম তবে এইটা লক্ষ করি নাই মানে আপনি যেখানে ওঠছেন কক্সবাজারে হলে রিপ্লাই দিয়েন",0,0,0,0,0
female,social,বইন তোরে ওঠামো রাগ করিস না,0,0,0,0,0
male,sports,কোথায় এইটা ভাইয়া আমি যাবো,0,0,0,0,0
male,sports,আপনার টা দেখে আমার ধম আটকে জাছিল ভাই আর আপনি কি ভাবে পারলেন থাকতে এই টার বিতর,0,0,0,0,0
male,sports,আসসালামু আলাইকুম আমি কিন্তু খুব ভয় পাইছি আল্লাহ গো তবুও শখ হয়,0,0,1,0,0
male,sports,আমি কিন্তু অনেক ভয় পাইছি তবুও কিল্লাই জানি শখ হয় মাগো আল্লাহ আই তো মুতি দিচি,0,1,1,0,0
male,sports,ভাই সত্যি আমি হটাৎ নিশসাস লইতে কস্ট হয়েছে এই বিডিও দেখে,0,0,0,0,0
male,sports,আমি এই রাইড করছি ওনেক ভয় করে,0,0,0,0,0
male,sports,ভাই আপনি কমনে আইতার ভিতোরে দুকচিলেন আমার তো আপনকে দেখে দোম বন্ধু হয় আস্তেসিলো,0,0,0,0,0
male,sports,আল্লাহ ভয়ে আমার বুকটা কেঁপে উঠছে,0,0,1,0,0
male,sports,বই লাগে না,0,0,0,0,0
male,sports,সী পার্ল ওয়াটার পার্ক গ্যাসিলাম,0,0,0,0,0
male,sports,ওএমজি আমি হোলা টু হার্ট অ্যাটাক করতাম,0,0,0,0,0
male,sports,আমিও গেছিলাম গত সপ্তাহে,0,0,0,0,0
male,sports,ভাই আপনি আমার 50 ভিডিও দেখে লাইক কমেন্ট কফি লিংক করেন আমি ও আপনার 50 ভিডিও দেখে লাইক কমেন্ট কপি লিঙ্ক কোরবো,0,0,0,0,1
male,sports,কোথায় এটা,0,0,0,0,0
male,sports,যা ভয় পেয়েছে,0,0,0,0,0
male,sports,আমিতো মরে গেলাম উনি পানিতে এমনিতেই ভয় করে সাঁতার জানিনা তবে এইটুকু ভিতর দিয়ে ছয়তালা ওরে মা আমিতো আর বাঁচমুইনা,0,0,0,0,0
male,sports,তোমাকে শিখিয়ে দিচ্ছি যে সে আমার ভাই,0,0,0,0,0
male,sports,আমার দেইখাই দম আটকে আসছে,0,0,0,0,0
male,sports,চমৎকার হয়েছে বন্ধ আমার কুলিজা বন্ধ,0,0,0,0,0
male,sports,টিকিট কত টাকা,0,0,0,0,0
male,sports,কোন জাইগা ভায়া বলবেন প্লিজ,0,0,0,0,0
male,sports,ভাই ভয় পান্না নাকি,0,0,0,0,0
male,sports,কোন যায়গা এটা একটু বলেন প্লিজ ভাই,0,0,0,0,0
male,sports,সমর্থন,0,0,0,0,1
male,sports,ভালো লেগেছে ভয় পাইছেন ভয়ের কিছু নেই,0,0,0,0,0
male,sports,কিরে ভাই বেডা মানুষ দেহি সত্যি ভয় পাইছি,1,0,0,0,0
male,sports,ভাইটা ভয় পাইছে,1,0,0,0,0
male,sports,হাটুর ওপরে কাপড় পরা জায়েজ নয় টাকনুর নিচে কাপড় পরা জায়েজ নয় নাভির নিচে কাপড় পরা জায়েজ নয়,0,0,1,0,0
male,sports,ওমা গো আমি তো দেইখাই ভয় পাইসি,0,0,0,0,0
male,sports,ভাই এখনে কী খুব অন্ধকার,0,0,0,0,0
male,sports,এইটা ওয়াটার পাক রাইট,0,0,0,0,0
male,sports,এটা দেখে যদি সবার এত ভয় হয় জাহান্নামের কথা একবার ভেবে দেখুন,0,0,1,0,0
male,sports,এটা তো জীবন নিয়ে খেলা হলো ভাই সাবধান এগুলো ভালো না,0,0,0,0,0
male,sports,ভাই আপনি মনে হয় অনেক বয় পেয়েছেন চেয়ে ছিলাম আমিও একদি উঠবো আপনার বয় দেখে আমার ওঠার সাধ মিটেগেছে,0,0,0,0,0
male,sports,লাস্ট একটা দেইকা কুব হাসি পাইলাম,0,0,0,0,0
male,sports,স্লামালাইকুম বন্ধুরা লাইক শেয়ার কপি লিংক কমেন্ট করে দেবেন ইনশাল্লাহ পাশে থাকবেন আশা করি,0,0,1,0,1
male,sports,আমি কখনি পারতাম না,0,0,0,0,0
male,sports,আমার কথাটা হয়তো আপনার কাছে খারাপ লাগলো শুনে কিন্তু এটাই সত্যি আমি অনেক ভয় পেয়েছি,0,0,0,0,0
male,sports,ও মাগো,0,0,0,0,0
male,sports,এটা আমিও দিছি কিন্তু অনেক ভয় পাইছি,0,0,0,0,0
male,sports,হার্ট অ্যাটাক হয়ে যাবে তো,0,0,0,0,0
male,sports,ভাইয়া এটা কোথায়,0,0,0,0,0
male,sports,এটার ভিতর যদি মানুষের মৃত্যু হয় তাহলে কি হবে,0,0,0,0,0
male,sports,ওমা গো আমি তো অনেক ভয় পাইছি,0,0,0,0,0
male,sports,ভয়ে পাইছে উনি,0,0,0,0,0
male,sports,ভাইয়া আপনে তো ওনাক ভয় পায়সেন,0,0,0,0,0
male,sports,কোন জায়গায়,0,0,0,0,0
male,sports,সত্যি ভয় লাগার ব্যাপার,0,0,0,0,0
male,sports,আহারেেে ভয় পাইছে,1,0,0,0,0
male,sports,মাঝ পথে যদি আটকে যায়,0,0,0,0,0
male,sports,আপনার জন্য তিনটা কপি লিংক করে দিলাম,0,0,0,0,1
male,sports,ক আরো উঠবি,1,0,0,0,0
male,sports,ভালা লগছে,0,0,0,0,0
male,sports,অসাধারণ চমৎকার ভিডিও,0,0,0,0,0
male,sports,সাপোর্ট চাই ভাই,0,0,0,0,1
male,sports,ওঠা কোথায় ভাইয়া,0,0,0,0,0
male,sports,বুক ধরফর করছিল,0,0,0,0,0
male,sports,বেচারা ভয় পাইছে,0,0,0,0,0
male,sports,একটা বাউল সাব পার্ক মনা বে,0,0,0,0,0
male,sports,এ জিনিস টায় ওঠতে হবেত কোথায় এটা ভাই,0,0,0,0,0
